state,county,county_clean,year,avg_temp
ILLINOIS,JASPER,JASPER,2015,13.306429695204486
ILLINOIS,JASPER,JASPER,2016,14.056007522457719
ILLINOIS,JASPER,JASPER,2017,14.442630271443875
ILLINOIS,JASPER,JASPER,2018,13.446517555007176
ILLINOIS,JASPER,JASPER,2019,13.30997967879864
ILLINOIS,JASPER,JASPER,2020,13.730429732223172
ILLINOIS,JASPER,JASPER,2021,13.92032568711403
ILLINOIS,JASPER,JASPER,2022,13.04728657686536
ILLINOIS,JEFFERSON,JEFFERSON,2013,13.358910048722464
ILLINOIS,JEFFERSON,JEFFERSON,2014,12.596544044943357
ILLINOIS,JEFFERSON,JEFFERSON,2015,14.236766953770655
ILLINOIS,JEFFERSON,JEFFERSON,2016,15.07528361497259
ILLINOIS,JEFFERSON,JEFFERSON,2017,15.459132277655613
ILLINOIS,JEFFERSON,JEFFERSON,2018,14.309772506451054
ILLINOIS,JEFFERSON,JEFFERSON,2019,14.322376285044868
ILLINOIS,JEFFERSON,JEFFERSON,2020,14.50290286351327
ILLINOIS,JEFFERSON,JEFFERSON,2021,14.789735240420953
ILLINOIS,JEFFERSON,JEFFERSON,2022,14.129225450584443
ILLINOIS,JERSEY,JERSEY,2013,12.465795056504533
ILLINOIS,JERSEY,JERSEY,2014,11.660859544811103
ILLINOIS,JERSEY,JERSEY,2015,13.371422493581235
ILLINOIS,JERSEY,JERSEY,2016,14.319108056484538
ILLINOIS,JERSEY,JERSEY,2017,14.484438990502497
ILLINOIS,JERSEY,JERSEY,2018,13.28968163780604
ILLINOIS,JERSEY,JERSEY,2019,13.014647188280662
ILLINOIS,JERSEY,JERSEY,2020,13.391512374562126
ILLINOIS,JERSEY,JERSEY,2021,13.74310846740633
ILLINOIS,JERSEY,JERSEY,2022,12.925135899944621
ILLINOIS,JO DAVIESS,JO DAVIESS,2013,8.543299782415033
ILLINOIS,JO DAVIESS,JO DAVIESS,2014,7.642814837002447
ILLINOIS,JO DAVIESS,JO DAVIESS,2015,9.632857215849583
ILLINOIS,JO DAVIESS,JO DAVIESS,2016,10.609841371492053
ILLINOIS,JO DAVIESS,JO DAVIESS,2017,10.37451515510918
ILLINOIS,JO DAVIESS,JO DAVIESS,2018,9.342757773698452
ILLINOIS,JO DAVIESS,JO DAVIESS,2019,8.85197939744063
ILLINOIS,JO DAVIESS,JO DAVIESS,2020,9.998468304331027
ILLINOIS,JO DAVIESS,JO DAVIESS,2021,10.597191542355574
ILLINOIS,JO DAVIESS,JO DAVIESS,2022,9.081520423595407
ILLINOIS,JOHNSON,JOHNSON,2013,13.715111314289743
ILLINOIS,JOHNSON,JOHNSON,2014,13.148559210952726
ILLINOIS,JOHNSON,JOHNSON,2015,14.68486716114569
ILLINOIS,JOHNSON,JOHNSON,2016,15.527610003466236
ILLINOIS,JOHNSON,JOHNSON,2017,15.74796498125545
